collection,key
lodging_type,6
lodging_type,5
lodging_type,C
destination,1292
destination,1447
destination,1132
destination,109
destination,1500
destination,1294
destination,1382
destination,1573
neighborhood,10033
neighborhood,10059
neighborhood,10351
neighborhood,10077
property,100028
lodging_type,3
lodging_type,B
lodging_type,C
lodging_type,O
destination,152
destination,128
destination,1375
neighborhood,10819
neighborhood,10468
neighborhood,10041
neighborhood,10729
property,100401
property,1
property,100728
lodging_type,3
lodging_type,1
lodging_type,7
lodging_type,5
destination,1089
destination,1040
destination,1022
destination,1200
destination,121
destination,1751
destination,1006
destination,1381
neighborhood,10768
neighborhood,1001
neighborhood,10683
neighborhood,10598
neighborhood,10166
neighborhood,10461
neighborhood,100
property,100143
property,100771
property,100504
property,100149
property,100358
property,100175
lodging_type,1
lodging_type,7
lodging_type,C
lodging_type,H
destination,1867
destination,1501
destination,1056
destination,1013
neighborhood,10524
neighborhood,10383
neighborhood,1
neighborhood,1067
neighborhood,10005
neighborhood,10838
neighborhood,10363
neighborhood,10685
neighborhood,10831
property,100818
property,100390
property,100023
property,100275
property,100709
property,100069
lodging_type,2
lodging_type,6
lodging_type,O
destination,1089
destination,1663
destination,1002
destination,1353
destination,1150
neighborhood,1005
neighborhood,10340
neighborhood,10013
neighborhood,1009
neighborhood,10157
neighborhood,104
neighborhood,1013
neighborhood,10385
property,100003
property,100778
property,100008
property,100007
property,100372
property,100371
property,100596
property,100458
property,100796
property,100118
property,1000
lodging_type,2
lodging_type,1
lodging_type,G
lodging_type,B
destination,1822
destination,1354
destination,1029
destination,1876
destination,1327
destination,103
neighborhood,1004
neighborhood,10016
neighborhood,10128
neighborhood,10024
neighborhood,10022
neighborhood,10806
neighborhood,10078
property,10083
property,100024
property,100177
property,100706
lodging_type,2
lodging_type,T
lodging_type,5
lodging_type,C
lodging_type,4
lodging_type,O
lodging_type,H
destination,1137
destination,1031
destination,1171
destination,1507
neighborhood,10014
neighborhood,10057
neighborhood,10181
neighborhood,10206
neighborhood,10216
neighborhood,10213
neighborhood,10580
neighborhood,10260
neighborhood,1039
neighborhood,10367
neighborhood,10116
neighborhood,10444
property,100104
property,100477
property,100751
property,100129
property,100614
lodging_type,2
lodging_type,T
lodging_type,G
lodging_type,6
lodging_type,R
lodging_type,O
destination,1576
destination,1515
destination,1584
neighborhood,1001
neighborhood,10529
neighborhood,10006
neighborhood,10572
neighborhood,10286
property,100258
property,100209
property,10023
property,100021
property,100466
property,100560
property,100704
lodging_type,2
lodging_type,1
lodging_type,7
destination,1021
destination,1040
destination,1128
destination,1786
destination,1777
neighborhood,10533
neighborhood,10123
neighborhood,10250
neighborhood,10450
neighborhood,1070
neighborhood,10142
neighborhood,10063
property,100806
property,100005
property,100614
lodging_type,3
lodging_type,8
destination,1171
destination,1066
destination,1746
destination,104
destination,1077
destination,1449
destination,1604
neighborhood,10588
neighborhood,1
neighborhood,10037
neighborhood,10
neighborhood,10186
neighborhood,10007
neighborhood,10751
property,100019
property,100856
lodging_type,G
lodging_type,A
destination,1002
destination,1640
neighborhood,10269
neighborhood,10024
neighborhood,10711
neighborhood,10249
property,10072
property,100265
lodging_type,6
lodging_type,A
destination,1678
destination,1041
destination,1017
destination,178
destination,1123
destination,1014
neighborhood,10067
neighborhood,10024
neighborhood,10306
neighborhood,10262
neighborhood,10419
neighborhood,10445
neighborhood,10481
neighborhood,101
property,100043
property,100499
lodging_type,2
lodging_type,1
lodging_type,7
lodging_type,C
lodging_type,8
destination,1412
destination,16
destination,1735
destination,1787
neighborhood,10117
neighborhood,10383
neighborhood,10589
neighborhood,10085
neighborhood,10009
neighborhood,10060
neighborhood,10165
property,10010
property,100345
property,100502
property,100297
property,100416
property,100122
property,10053
property,100616
lodging_type,A
destination,1052
destination,1430
destination,1482
destination,1000
neighborhood,10161
neighborhood,10152
neighborhood,10216
neighborhood,10043
neighborhood,10288
neighborhood,10493
neighborhood,10126
neighborhood,10396
property,100257
property,100202
property,100020
property,100298
lodging_type,3
lodging_type,2
lodging_type,T
lodging_type,1
lodging_type,4
destination,1767
destination,1052
destination,1762
destination,1083
destination,177
destination,1113
destination,1797
destination,1252
destination,1739
destination,1575
neighborhood,1
neighborhood,10711
neighborhood,10111
property,100039
property,100463
lodging_type,2
lodging_type,R
destination,1
destination,1185
destination,1503
destination,1043
destination,1723
destination,1659
destination,1254
neighborhood,10025
neighborhood,10268
neighborhood,10279
neighborhood,10639
property,100003
property,10000
property,100083
property,100160
property,100
property,100793
lodging_type,6
lodging_type,B
lodging_type,4
lodging_type,R
lodging_type,O
destination,1703
destination,1224
destination,1887
destination,1000
destination,1251
destination,1757
neighborhood,10243
neighborhood,10584
neighborhood,10311
neighborhood,10005
neighborhood,10003
neighborhood,10196
property,100019
property,100131
property,100278
lodging_type,3
lodging_type,2
lodging_type,6
lodging_type,5
lodging_type,H
destination,1753
destination,1043
destination,1230
destination,1128
neighborhood,10151
neighborhood,10758
neighborhood,10189
neighborhood,10770
neighborhood,10694
property,100027
property,100092
property,100708
property,100117
lodging_type,3
lodging_type,G
lodging_type,A
lodging_type,O
destination,1001
destination,1132
destination,1276
neighborhood,10231
neighborhood,10586
neighborhood,10390
neighborhood,10022
neighborhood,10829
neighborhood,10251
neighborhood,10147
neighborhood,10667
property,100017
property,100676
property,100027
property,100026
property,100672
property,10018
property,100447
property,100339
lodging_type,2
lodging_type,C
lodging_type,O
destination,1421
destination,1268
destination,1623
destination,1174
neighborhood,10039
neighborhood,10629
neighborhood,10259
neighborhood,10059
neighborhood,10365
neighborhood,10019
neighborhood,10051
property,100140
property,100293
property,100217
property,100446
property,100117
lodging_type,T
lodging_type,7
lodging_type,5
lodging_type,R
lodging_type,O
destination,1
destination,133
destination,1654
destination,1052
destination,1257
neighborhood,10028
neighborhood,1
neighborhood,10037
neighborhood,10606
neighborhood,10367
property,100256
property,100160
lodging_type,2
lodging_type,6
lodging_type,4
destination,1031
destination,1148
destination,1007
destination,1058
destination,1037
destination,1219
destination,1515
neighborhood,1004
neighborhood,10286
neighborhood,10275
neighborhood,10374
neighborhood,10143
property,10005
property,100006
lodging_type,3
lodging_type,7
lodging_type,4
lodging_type,O
lodging_type,8
destination,1000
neighborhood,10001
neighborhood,10325
property,100012
property,100054
property,100708
property,100000
lodging_type,A
lodging_type,B
lodging_type,C
destination,1411
destination,180
destination,1234
destination,1068
destination,1431
destination,1248
destination,1589
destination,1588
destination,1303
destination,1495
neighborhood,10129
neighborhood,10286
neighborhood,10651
neighborhood,10889
neighborhood,10158
property,100052
property,100381
property,100239
property,100811
property,100272
lodging_type,T
lodging_type,1
lodging_type,G
destination,1296
destination,1667
destination,1786
neighborhood,10794
neighborhood,10489
neighborhood,10555
neighborhood,10544
property,10033
property,100318
lodging_type,2
lodging_type,T
lodging_type,1
lodging_type,5
lodging_type,R
destination,1244
destination,1148
destination,1111
destination,1632
neighborhood,10864
neighborhood,10120
neighborhood,10146
neighborhood,101
property,100141
property,100321
property,100575
property,10042
property,100116
property,100358
lodging_type,1
lodging_type,A
lodging_type,R
lodging_type,H
destination,1479
destination,1392
destination,100
destination,11
neighborhood,10616
neighborhood,10500
neighborhood,10006
neighborhood,10494
neighborhood,10218
neighborhood,10288
neighborhood,10326
neighborhood,10042
property,100402
property,100202
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,7
lodging_type,O
lodging_type,H
destination,1306
destination,1159
destination,1318
destination,1019
destination,1037
destination,1123
destination,1062
destination,1809
neighborhood,10867
neighborhood,10711
neighborhood,10842
neighborhood,10502
property,100040
property,100003
property,1
property,100601
property,100267
property,100667
lodging_type,G
lodging_type,A
lodging_type,6
lodging_type,B
lodging_type,R
destination,1020
destination,1056
destination,1295
neighborhood,10297
neighborhood,10306
neighborhood,10863
neighborhood,10060
neighborhood,10114
neighborhood,100
neighborhood,10814
neighborhood,10190
property,100077
property,100421
property,10
property,100748
property,100426
property,100215
property,100010
property,100484
lodging_type,3
lodging_type,2
lodging_type,7
lodging_type,6
lodging_type,C
destination,1044
destination,1006
destination,1231
destination,1355
destination,166
destination,1176
destination,1642
neighborhood,10140
neighborhood,10013
neighborhood,10159
neighborhood,10440
neighborhood,10134
property,100517
property,100844
property,100072
property,100021
property,100508
property,100127
lodging_type,3
lodging_type,1
lodging_type,A
lodging_type,B
lodging_type,4
lodging_type,R
destination,1894
destination,1030
destination,1627
destination,1751
destination,1220
destination,1815
destination,1304
destination,12
neighborhood,10807
neighborhood,10887
neighborhood,10338
property,10
property,100062
property,10045
property,100304
property,100242
lodging_type,1
lodging_type,4
destination,1379
destination,1
destination,1270
destination,1431
destination,1425
destination,1190
destination,1404
destination,1546
neighborhood,10563
neighborhood,10438
neighborhood,10607
neighborhood,10368
neighborhood,10470
property,10017
property,100841
property,100558
property,100412
property,100041
property,100559
property,100536
property,100000
lodging_type,T
lodging_type,2
lodging_type,4
destination,1081
neighborhood,10269
neighborhood,10055
neighborhood,10551
neighborhood,10285
neighborhood,10197
neighborhood,10239
property,1
property,100178
property,100884
lodging_type,3
lodging_type,1
lodging_type,G
lodging_type,7
lodging_type,B
lodging_type,5
lodging_type,C
lodging_type,R
lodging_type,O
destination,1033
destination,1078
destination,1054
destination,1042
destination,1248
destination,100
neighborhood,10163
neighborhood,10279
neighborhood,10008
neighborhood,10676
property,100370
property,100308
property,100450
property,100568
property,100343
property,100699
property,100178
property,100116
lodging_type,2
